filename,xmin,ymin,xmax,ymax,color
00025.jpg,364.4,1132.7,376.9,1149.3,red
00025.jpg,638.9,898.9,655.6,947.1,red
00026.jpg,791.6,1038.4,801.8,1050.0,red
00026.jpg,1355.6,1135.6,1364.7,1155.9,green
00026.jpg,1356.9,1096.1,1366.3,1125.1,green
00026.jpg,1999.7,996.4,2019.5,1041.0,red
00026.jpg,2327.2,877.7,2348.6,922.4,red
00026.jpg,2360.0,875.7,2400.7,908.3,red
00026.jpg,2410.4,861.1,2430.3,907.6,red
00026.jpg,2441.7,859.0,2486.4,893.1,red
00027.jpg,1340.3,1131.4,1344.6,1140.1,green
00027.jpg,1353.7,1129.7,1358.3,1139.2,green
00028.jpg,940.3,1164.7,948.9,1173.5,green
00028.jpg,1337.1,1093.1,1343.1,1109.2,green
00028.jpg,1366.4,1091.6,1373.7,1108.5,green
00028.jpg,1376.4,1091.1,1388.8,1102.7,green
00029.jpg,1428.1,623.8,1462.2,723.2,green
00029.jpg,1698.2,629.4,1735.6,725.8,green
00030.jpg,1688.4,1049.9,1702.9,1098.8,red
00030.jpg,1568.3,891.1,1584.5,937.7,red
00030.jpg,1502.1,905.2,1534.9,929.2,red
00030.jpg,1456.4,889.9,1472.3,936.7,red
00031.jpg,1689.9,1049.1,1704.4,1098.0,red
00031.jpg,1568.4,888.4,1584.6,936.0,red
00031.jpg,1502.4,901.5,1535.2,927.9,red
00031.jpg,1457.0,887.5,1472.9,934.8,red
00033.jpg,1518.6,1099.0,1529.7,1122.6,red
00033.jpg,1520.6,1037.9,1531.4,1071.6,green
00033.jpg,1376.1,992.2,1386.5,1024.9,green
00033.jpg,1300.1,987.6,1313.0,1022.6,green
00034.jpg,1513.5,1095.4,1526.0,1118.8,green
00034.jpg,1426.2,1051.2,1436.5,1075.1,green
00034.jpg,1396.7,1052.6,1409.4,1075.1,green
00036.jpg,1115.6,1115.1,1133.0,1135.9,red
00036.jpg,1546.9,1013.5,1559.8,1044.3,red
00036.jpg,1839.2,1073.5,1850.2,1098.4,red
00037.jpg,1093.7,1115.7,1106.0,1140.4,red
00037.jpg,1535.1,1015.0,1548.3,1050.3,red
00037.jpg,1832.7,1078.0,1846.7,1102.8,red
00039.jpg,1355.5,1102.0,1368.5,1112.0,red
00040.jpg,1344.0,1055.1,1352.7,1076.6,red
00040.jpg,1354.3,1056.3,1367.8,1071.9,red
00040.jpg,1056.8,1126.9,1065.2,1135.8,red
00040.jpg,1495.4,1104.8,1502.9,1120.7,red
00041.jpg,1784.9,1048.7,1796.5,1077.2,red
00041.jpg,1413.9,907.6,1445.9,933.3,red
00041.jpg,1388.1,895.8,1407.9,951.6,red
00041.jpg,607.9,1063.0,620.9,1095.6,red
00042.jpg,552.6,1059.6,571.9,1097.1,red
00042.jpg,1824.3,1044.7,1837.0,1075.1,red
00042.jpg,1398.2,881.5,1418.7,940.3,red
00042.jpg,1425.6,894.4,1460.5,921.1,red
00043.jpg,1511.4,929.4,1549.4,999.7,green
00043.jpg,375.8,632.7,442.9,765.2,red
00043.jpg,493.7,682.9,590.5,748.9,red
00045.jpg,1355.3,1079.8,1371.2,1097.5,green
00045.jpg,1335.5,1056.2,1353.2,1072.7,green
00047.jpg,1325.2,1115.2,1333.9,1127.9,red
00047.jpg,1534.2,1038.0,1542.0,1060.9,red
00047.jpg,1522.1,1107.0,1531.9,1125.9,green
00048.jpg,1604.0,975.0,1625.6,992.9,red
00048.jpg,1580.2,964.0,1595.0,1004.0,red
00048.jpg,1823.1,1059.0,1832.6,1092.4,red
00048.jpg,1218.2,1089.2,1229.3,1111.9,red
00048.jpg,1560.6,1097.7,1568.4,1111.2,red
00049.jpg,1964.5,982.1,1985.8,1024.7,green
00049.jpg,1544.8,844.4,1580.8,875.3,green
00049.jpg,1504.8,832.5,1529.0,896.2,green
00049.jpg,98.6,719.0,148.7,763.9,red
00049.jpg,768.8,1026.5,792.4,1077.3,green
00049.jpg,1464.2,1091.3,1469.0,1099.6,red
00049.jpg,1470.4,1093.7,1479.7,1101.3,red
00050.jpg,1502.9,1034.2,1509.6,1055.7,red
00050.jpg,1511.7,1038.5,1526.4,1049.6,red
00050.jpg,1290.6,1110.5,1298.8,1124.7,red
00053.jpg,1296.5,1007.7,1311.0,1048.5,green
00053.jpg,1134.4,922.0,1148.4,963.4,green
00054.jpg,1256.7,1013.8,1264.0,1040.1,green
00055.jpg,1233.3,759.5,1256.6,823.2,green
00056.jpg,1300.8,818.5,1321.6,877.9,yellow
00056.jpg,1387.2,1009.1,1400.3,1040.4,yellow
00057.jpg,1729.8,1066.8,1739.8,1087.1,red
00057.jpg,1509.0,996.2,1527.5,1011.7,red
00057.jpg,1495.8,991.3,1506.6,1025.2,red
00057.jpg,1171.7,1113.8,1180.0,1124.4,red
00058.jpg,1140.9,1093.6,1151.4,1112.7,red
00058.jpg,1489.1,956.3,1501.1,994.3,red
00058.jpg,1504.8,963.2,1524.2,979.7,red
00058.jpg,1746.5,1036.5,1756.7,1056.6,red
00059.jpg,1120.6,1109.7,1130.6,1130.8,green
00059.jpg,1489.0,964.6,1503.1,1005.0,green
00059.jpg,1506.1,972.1,1527.5,989.2,green
00059.jpg,1762.8,1053.2,1774.9,1071.4,green
00061.jpg,1632.3,0.0,1757.4,86.8,green
00061.jpg,1975.6,0.0,2058.9,128.7,green
00061.jpg,1139.2,1044.6,1151.6,1059.8,green
00062.jpg,271.8,1042.3,289.4,1075.8,green
00062.jpg,271.8,1042.3,289.4,1075.8,red
00062.jpg,1130.2,979.4,1142.5,1009.5,green
00062.jpg,1165.9,981.4,1177.5,1009.5,green
00062.jpg,1485.7,1046.1,1505.7,1075.0,green
00062.jpg,1485.7,1046.1,1505.7,1075.0,green
00062.jpg,1010.5,1085.0,1021.3,1105.8,green
00062.jpg,1010.5,1085.0,1021.3,1105.8,green
00062.jpg,1214.6,1042.4,1223.9,1058.2,green
00062.jpg,1235.1,1042.7,1243.9,1059.9,green
00063.jpg,1456.9,555.5,1500.9,671.1,green
00063.jpg,1303.8,541.0,1345.5,659.4,green
00063.jpg,2031.8,770.3,2079.5,890.4,green
00063.jpg,952.6,1051.9,966.9,1084.1,red
00063.jpg,952.6,1051.9,966.9,1084.1,green
00063.jpg,1290.4,988.8,1300.1,1014.0,green
00063.jpg,1321.5,992.0,1332.1,1015.9,green
00064.jpg,1018.2,873.5,1038.7,920.3,red
00064.jpg,1210.7,958.0,1226.6,1005.4,red
00064.jpg,1207.5,1006.7,1224.8,1047.3,red
00064.jpg,1207.5,1006.7,1224.8,1047.3,red
00065.jpg,1888.3,749.2,1949.8,932.3,green
00065.jpg,1888.3,749.2,1949.8,932.3,green
00065.jpg,334.5,171.0,510.4,571.1,red
00065.jpg,334.5,171.0,510.4,571.1,red
00067.jpg,1063.2,906.0,1080.8,972.6,red
00067.jpg,1063.2,906.0,1080.8,972.6,red
00067.jpg,1308.5,798.1,1330.6,822.1,red
00067.jpg,1310.5,877.9,1331.0,947.5,red
00067.jpg,2014.4,900.3,2027.6,918.0,red
00067.jpg,2019.5,938.6,2032.6,958.1,red
00068.jpg,2126.0,757.9,2181.8,904.2,green
00068.jpg,2126.0,757.9,2181.8,904.2,green
00068.jpg,523.2,34.0,642.9,266.0,red
00068.jpg,800.0,180.3,891.5,377.9,red
00070.jpg,535.5,847.4,574.0,955.8,green
00070.jpg,535.5,847.4,574.0,955.8,green
00070.jpg,1791.3,332.8,1866.3,508.2,green
00070.jpg,1919.0,292.8,2001.6,473.6,green
00072.jpg,2501.3,737.9,2548.3,824.8,red
00072.jpg,2506.1,831.1,2560.1,895.1,red
00072.jpg,722.2,272.0,797.9,460.2,red
00072.jpg,464.8,204.3,557.7,408.7,red
00073.jpg,2313.1,743.9,2364.5,855.3,red
00073.jpg,2313.1,743.9,2364.5,855.3,red
00073.jpg,1828.2,806.8,1861.0,867.3,red
00073.jpg,1403.1,1049.9,1412.4,1069.5,green
00073.jpg,1403.1,1049.9,1412.4,1069.5,green
00073.jpg,1401.5,1032.0,1412.1,1045.8,green
00073.jpg,1395.9,978.2,1406.9,1009.0,red
00076.jpg,1560.7,1031.8,1574.3,1061.5,red
00076.jpg,1558.0,976.9,1571.1,1020.2,red
00076.jpg,967.8,887.1,981.6,925.0,red
00076.jpg,1012.1,883.6,1025.3,922.4,red
00077.jpg,1560.7,1031.8,1574.3,1061.5,red
00077.jpg,1558.0,976.9,1571.1,1020.2,red
00077.jpg,967.8,887.1,981.6,925.0,red
00077.jpg,1012.1,883.6,1025.3,922.4,red
00078.jpg,1560.7,1031.8,1574.3,1061.5,red
00078.jpg,1558.0,976.9,1571.1,1020.2,red
00078.jpg,967.8,887.1,981.6,925.0,red
00078.jpg,1012.1,883.6,1025.3,922.4,red
00079.jpg,1609.5,894.2,1640.9,973.2,green
00079.jpg,528.0,720.1,559.6,796.0,red
00079.jpg,607.8,720.1,640.6,795.1,green
00081.jpg,2188.5,712.7,2221.1,798.3,green
00083.jpg,920.0,1036.3,928.2,1042.6,green
00083.jpg,895.1,1036.6,903.2,1042.5,red
00084.jpg,1109.9,1024.4,1119.6,1031.1,red
00084.jpg,1139.0,1024.1,1148.1,1031.7,green
00085.jpg,1067.9,977.4,1084.7,991.0,green
00085.jpg,1056.1,972.6,1062.7,994.5,green
00085.jpg,1020.9,978.9,1038.5,989.9,red
00085.jpg,1006.0,972.9,1012.8,994.5,red
00085.jpg,608.3,985.4,617.5,1008.6,green
00087.jpg,1206.9,1017.4,1220.3,1028.9,red
00087.jpg,1150.0,1015.7,1163.4,1025.4,green
00088.jpg,2610.1,844.0,2643.8,917.4,red
00088.jpg,1206.9,1017.4,1220.3,1028.9,red
00088.jpg,1150.0,1015.7,1163.4,1025.4,green
00090.jpg,1577.6,985.1,1592.2,1006.8,red
00090.jpg,841.6,950.0,860.7,995.4,red
00091.jpg,557.8,818.8,598.2,919.4,red
00091.jpg,2120.8,890.0,2148.5,977.3,red
00093.jpg,753.0,573.4,828.1,783.3,green
00094.jpg,1220.6,843.0,1236.5,890.9,green
00094.jpg,1241.0,850.0,1279.3,881.2,green
00094.jpg,1627.5,960.9,1644.6,1001.3,green
00094.jpg,1249.7,1082.0,1257.1,1088.3,green
00094.jpg,1098.9,1079.4,1106.3,1085.8,green
00095.jpg,1022.3,1018.6,1032.4,1048.2,green
00096.jpg,1151.4,827.9,1168.5,879.4,green
00096.jpg,1185.3,838.2,1228.0,870.0,green
00096.jpg,2291.8,800.7,2329.4,876.2,red
00096.jpg,1452.9,957.8,1467.8,970.3,green
00096.jpg,1450.9,995.7,1463.3,1013.9,green
00099.jpg,1201.9,812.1,1223.7,865.9,green
00100.jpg,1161.0,932.2,1168.0,950.5,red
00101.jpg,1186.9,899.4,1194.2,923.8,red
00101.jpg,1216.0,899.3,1224.4,923.4,green
00102.jpg,1171.7,876.1,1182.7,905.6,red
00102.jpg,1207.0,876.2,1216.1,906.2,green
00103.jpg,1919.8,1018.6,1936.9,1053.9,red
00103.jpg,1915.3,935.5,1934.6,993.0,red
00104.jpg,1955.5,945.1,1972.9,1008.4,green
00104.jpg,1612.1,811.7,1627.6,862.5,green
00106.jpg,398.7,1034.9,410.9,1055.0,red
00106.jpg,1385.6,962.5,1394.3,986.9,red
00107.jpg,1403.0,906.1,1412.9,941.0,red
00108.jpg,1401.7,906.8,1412.7,942.9,green
00109.jpg,986.7,926.7,1000.2,959.9,red
00109.jpg,1427.8,998.0,1434.8,1020.2,red
00110.jpg,985.0,925.9,998.8,961.5,red
00110.jpg,1426.8,997.6,1433.1,1018.7,red
00111.jpg,1212.0,1033.2,1217.9,1052.1,red
00111.jpg,1343.0,1002.1,1347.8,1018.4,red
00111.jpg,1362.8,1001.0,1369.2,1019.1,red
00113.jpg,1351.5,951.4,1362.0,982.9,red
00113.jpg,1313.1,953.4,1323.2,982.7,red
00114.jpg,1396.1,905.5,1411.4,945.9,red
00114.jpg,1350.5,909.8,1362.0,946.6,red
00114.jpg,941.6,952.4,955.8,995.9,red
00116.jpg,2560.1,720.0,2611.6,819.1,red
00116.jpg,918.6,951.0,934.4,998.9,green
00116.jpg,1361.7,908.0,1374.4,948.5,green
00116.jpg,1410.0,905.6,1426.5,947.4,green
00118.jpg,1217.2,911.9,1226.8,944.0,green
00118.jpg,1314.1,913.8,1325.6,947.2,green
00118.jpg,1541.0,919.5,1555.6,946.5,green
00118.jpg,1896.9,999.5,1913.9,1046.1,green
00120.jpg,1578.5,1060.5,1586.9,1072.1,green
00120.jpg,1578.8,1033.2,1586.3,1051.6,green
00120.jpg,1450.0,966.0,1471.4,984.3,green
00120.jpg,1438.4,962.4,1445.0,986.2,green
00120.jpg,1933.2,1033.7,1941.2,1050.5,red
00121.jpg,2163.2,908.3,2196.5,991.4,green
00121.jpg,2155.5,785.9,2193.2,891.3,green
00121.jpg,1671.2,598.3,1744.2,659.2,green
00121.jpg,1618.7,576.3,1652.2,671.8,green
00123.jpg,1795.1,843.8,1818.8,909.1,green
00123.jpg,1799.6,956.8,1821.8,1019.4,green
00123.jpg,1440.5,744.5,1463.3,811.2,green
00123.jpg,1482.4,758.3,1528.5,797.3,green
00123.jpg,1235.4,1058.9,1244.4,1068.4,green
00124.jpg,1494.4,1061.5,1502.8,1078.0,green
00125.jpg,1221.7,1045.5,1232.2,1057.0,green
00125.jpg,1489.8,1052.6,1500.6,1062.0,green
00127.jpg,844.1,540.4,924.2,766.4,red
00127.jpg,2576.6,718.0,2648.8,871.1,red
00127.jpg,2576.6,718.0,2648.8,871.1,yellow
00128.jpg,822.1,521.8,912.3,757.7,red
00128.jpg,2611.7,712.7,2682.9,867.9,red
00128.jpg,2611.7,712.7,2682.9,867.9,yellow
00129.jpg,822.1,521.8,912.3,757.7,red
00129.jpg,2606.2,711.7,2685.2,867.6,red
00129.jpg,2606.2,711.7,2685.2,867.6,yellow
00130.jpg,1704.8,1040.8,1712.4,1063.2,green
00130.jpg,1702.3,1000.6,1713.1,1028.2,green
00130.jpg,51.5,874.5,87.0,901.1,red
00130.jpg,751.7,1038.5,774.0,1064.0,green
00130.jpg,1395.2,947.7,1403.8,973.1,green
00130.jpg,1414.4,950.0,1435.7,967.7,green
00131.jpg,647.9,1014.1,664.4,1054.9,red
00131.jpg,2170.1,961.8,2186.8,1008.9,red
00131.jpg,2175.7,1028.8,2188.7,1064.9,red
00131.jpg,1649.5,888.4,1662.5,926.6,red
00131.jpg,1679.6,893.5,1710.2,919.1,red
00132.jpg,647.9,1014.1,664.4,1054.9,red
00132.jpg,2170.1,961.8,2186.8,1008.9,red
00132.jpg,2175.7,1028.8,2188.7,1064.9,red
00132.jpg,1649.5,888.4,1662.5,926.6,red
00132.jpg,1679.6,893.5,1710.2,919.1,red
00134.jpg,1244.4,913.7,1253.5,942.4,red
00134.jpg,1269.3,920.9,1291.6,937.3,red
00134.jpg,1515.5,976.3,1526.8,1005.7,red
00135.jpg,1307.8,197.7,1361.1,348.4,green
00137.jpg,1043.4,937.4,1055.0,960.6,red
00138.jpg,2603.8,994.6,2632.3,1046.8,green
00138.jpg,2596.7,915.8,2622.4,974.1,green
00138.jpg,2063.1,897.0,2078.6,934.0,green
00138.jpg,674.1,936.4,682.7,963.6,red
00138.jpg,634.3,931.0,645.6,958.4,red
00139.jpg,2603.8,994.6,2632.3,1046.8,red
00139.jpg,2063.1,897.0,2078.6,934.0,red
00139.jpg,674.1,936.4,682.7,963.6,red
00139.jpg,634.3,931.0,645.6,958.4,red
00139.jpg,1151.7,1052.0,1157.8,1071.6,red
00140.jpg,1259.6,1059.4,1264.2,1070.3,green
00140.jpg,1272.7,1059.2,1282.9,1067.8,green
00140.jpg,1272.7,1059.2,1282.9,1067.8,green
00141.jpg,881.8,1048.8,892.4,1069.1,green
00141.jpg,1279.4,1008.6,1285.2,1026.2,green
00141.jpg,1309.4,1009.2,1314.8,1025.6,green
00141.jpg,1316.6,1010.3,1330.9,1023.8,green
00143.jpg,1488.4,961.1,1496.8,984.9,red
00143.jpg,1506.2,965.4,1523.6,980.7,red
00143.jpg,1527.9,960.8,1536.2,985.5,red
00143.jpg,1538.1,966.7,1555.7,982.5,red
00144.jpg,691.8,864.5,721.8,928.6,red
00144.jpg,1366.1,926.3,1377.3,959.1,red
00144.jpg,1378.8,933.0,1404.2,954.5,red
00144.jpg,1405.7,929.7,1416.3,961.2,red
00144.jpg,1816.4,991.1,1832.0,1025.4,red
00144.jpg,1820.0,1032.3,1832.8,1060.1,red
00144.jpg,2637.6,844.1,2688.6,936.4,green
00146.jpg,768.9,1060.1,782.8,1082.3,red
00146.jpg,1493.7,1034.9,1508.3,1060.0,red
00146.jpg,1195.3,956.2,1205.8,984.4,red
00147.jpg,752.7,1050.5,766.9,1072.2,red
00147.jpg,1188.6,946.0,1197.9,973.7,red
00147.jpg,1495.0,1025.7,1507.3,1051.8,red
00148.jpg,869.1,55.0,950.6,277.7,green
00149.jpg,754.7,823.2,772.6,871.7,yellow
00152.jpg,2039.8,373.4,2100.3,509.3,yellow
00153.jpg,1712.0,939.2,1733.8,1001.5,green
00153.jpg,1517.2,803.1,1537.2,860.2,green
00153.jpg,1393.8,804.9,1413.7,864.5,green
00153.jpg,379.9,769.1,418.6,863.2,green
00157.jpg,1474.4,1010.3,1486.9,1034.4,red
00158.jpg,1492.7,1012.6,1507.6,1051.7,green
00159.jpg,1141.7,942.5,1146.3,958.8,green
00159.jpg,1248.1,995.3,1255.2,1014.7,green
00159.jpg,1247.8,975.5,1255.8,994.6,green
00160.jpg,1156.5,889.6,1165.0,917.2,green
00160.jpg,1319.2,950.2,1326.7,971.8,green
00160.jpg,1320.0,974.1,1327.4,1002.2,green
00162.jpg,2393.9,798.5,2444.7,877.3,green
00162.jpg,548.2,940.4,567.5,963.1,red
00162.jpg,1438.7,937.8,1451.1,972.0,red
00162.jpg,1435.2,870.3,1450.5,917.0,red
00162.jpg,1160.1,776.5,1174.2,821.7,red
00165.jpg,1852.8,812.5,1884.4,891.3,green
00165.jpg,1840.6,644.5,1879.2,760.9,green
00165.jpg,1162.0,399.7,1200.1,517.3,green
00167.jpg,1750.5,946.8,1762.7,986.3,green
00167.jpg,1089.8,860.8,1100.4,890.1,green
00167.jpg,1211.9,865.2,1220.1,894.5,green
00167.jpg,1305.1,930.7,1314.4,960.8,green
00168.jpg,1936.9,840.6,1971.9,917.6,green
00168.jpg,1576.2,606.3,1601.4,686.8,green
00168.jpg,1308.3,593.8,1336.1,677.2,green
00168.jpg,323.5,787.8,359.8,873.4,green
00169.jpg,1435.6,949.0,1439.8,962.4,red
00169.jpg,1384.8,949.5,1389.8,964.0,red
00169.jpg,1339.5,949.7,1343.8,964.0,red
00171.jpg,1697.2,917.1,1708.4,955.6,green
00171.jpg,1500.3,828.3,1512.2,867.3,green
00171.jpg,1360.0,827.4,1372.2,867.6,green
00171.jpg,1231.6,823.9,1243.3,863.8,green
00173.jpg,1188.0,819.3,1200.1,858.4,green
00173.jpg,1108.7,814.0,1125.3,855.5,green
00173.jpg,414.0,982.9,423.8,995.3,green
00174.jpg,2151.9,845.0,2169.6,891.2,red
00174.jpg,2041.1,950.6,2063.3,1010.9,red
00175.jpg,1205.7,875.7,1256.5,904.2,green
00175.jpg,1029.0,867.4,1083.3,896.4,green
00175.jpg,831.4,858.6,892.0,890.5,green
00176.jpg,1600.6,1037.7,1608.1,1055.5,green
00176.jpg,1599.3,1060.8,1606.7,1069.6,green
00176.jpg,1307.1,995.6,1318.7,1004.8,green
00176.jpg,1327.9,998.6,1332.0,1009.3,green
00176.jpg,1293.3,993.7,1296.8,1008.6,red
00177.jpg,1319.4,943.1,1326.1,970.1,red
00177.jpg,1280.4,945.5,1302.0,963.9,green
00177.jpg,1255.9,941.5,1265.0,970.8,green
00178.jpg,1319.6,937.3,1327.4,967.3,red
00178.jpg,1279.5,940.7,1301.6,959.0,red
00178.jpg,1252.5,936.3,1260.9,965.9,red
00180.jpg,1564.5,0.0,1639.9,233.6,green
00180.jpg,1280.1,9.5,1453.8,186.8,green
00180.jpg,1097.2,0.0,1170.7,209.5,red
00181.jpg,1539.3,998.4,1551.8,1035.7,green
00181.jpg,1420.8,926.3,1431.4,962.8,green
00181.jpg,1381.0,925.1,1391.1,961.9,green
00181.jpg,960.1,1039.6,970.6,1075.4,red
00181.jpg,960.1,1039.6,970.6,1075.4,red
00182.jpg,1326.0,915.5,1360.5,1026.0,red
00182.jpg,1326.0,915.5,1360.5,1026.0,red
00182.jpg,1323.7,781.4,1369.4,900.8,red
00182.jpg,2152.1,918.2,2186.0,1021.1,red
00182.jpg,2152.1,918.2,2186.0,1021.1,red
00183.jpg,364.7,1005.8,384.3,1060.2,red
00183.jpg,1542.2,1029.7,1553.1,1064.4,red
00183.jpg,1542.2,1029.7,1553.1,1064.4,red
00183.jpg,1330.2,990.9,1341.9,1028.5,red
00183.jpg,805.3,1031.8,816.6,1064.4,red
00183.jpg,805.3,1031.8,816.6,1064.4,red
00183.jpg,803.3,996.1,822.1,1010.6,red
00183.jpg,1008.9,921.3,1019.6,958.7,red
00183.jpg,957.4,924.6,967.7,959.8,red
00183.jpg,1055.9,1025.5,1063.2,1033.3,red
00183.jpg,1040.1,1027.2,1048.1,1034.2,red
00183.jpg,1064.2,1048.9,1070.6,1056.0,red
00183.jpg,1073.2,1049.5,1081.4,1055.0,red
00184.jpg,1678.1,907.8,1698.9,951.8,red
00184.jpg,1541.4,904.4,1561.6,952.7,red
00184.jpg,1440.2,915.7,1473.8,942.7,red
00184.jpg,1346.7,909.1,1366.4,958.5,red
00184.jpg,1584.3,1128.0,1590.6,1136.1,green
00184.jpg,1436.3,1095.2,1441.7,1102.1,green
00184.jpg,1416.9,1090.0,1422.9,1099.2,green
00184.jpg,1192.6,1143.7,1199.0,1151.9,green
00184.jpg,1489.0,1094.2,1494.2,1099.4,green
00185.jpg,988.0,1131.9,998.3,1151.2,green
00185.jpg,2228.3,855.2,2263.0,889.6,red
00185.jpg,1774.2,1085.3,1787.0,1111.3,green
00185.jpg,1355.2,1008.4,1366.1,1037.6,green
00185.jpg,1299.5,1014.0,1322.5,1033.1,green
00185.jpg,1261.7,1007.6,1274.9,1036.1,green
00186.jpg,605.9,1102.9,628.6,1154.1,green
00186.jpg,1250.5,803.8,1281.9,873.2,green
00186.jpg,1345.2,822.3,1397.3,863.7,green
00186.jpg,1476.6,809.9,1505.4,879.8,green
00187.jpg,1197.0,1121.6,1215.1,1134.9,red
00187.jpg,1197.9,1093.5,1213.9,1118.8,red
00187.jpg,752.5,1114.8,759.1,1124.2,red
00189.jpg,2645.5,775.3,2704.0,923.2,green
00189.jpg,2428.1,270.3,2506.0,423.6,green
00189.jpg,2168.8,392.7,2278.0,494.6,green
00189.jpg,1982.6,429.5,2043.8,561.1,green
00189.jpg,706.0,1014.0,750.6,1093.3,red
00190.jpg,1476.6,1121.2,1483.3,1134.1,red
00191.jpg,1259.6,1102.5,1269.9,1120.0,red
00191.jpg,1213.3,1102.5,1222.1,1121.3,red
00191.jpg,1161.4,1103.7,1169.8,1123.3,red
00191.jpg,1125.4,1108.2,1141.2,1121.9,red
00193.jpg,993.8,969.1,1012.9,1020.4,green
00193.jpg,1488.1,1034.7,1499.7,1063.0,red
00194.jpg,1532.6,1073.7,1540.1,1085.3,red
00194.jpg,1544.0,1078.4,1552.3,1088.9,red
00196.jpg,789.2,929.1,830.5,1035.0,green
00196.jpg,1232.2,1014.6,1244.9,1049.6,green
00196.jpg,1349.1,1113.1,1357.5,1121.4,green
00196.jpg,1781.4,899.6,1810.6,970.5,green
00196.jpg,1350.8,1124.0,1357.9,1134.8,green
00197.jpg,1208.0,107.9,1297.0,368.9,green
00197.jpg,1492.0,1047.3,1504.8,1081.0,green
00197.jpg,1495.0,1087.9,1505.3,1109.3,green
00198.jpg,1397.1,994.6,1407.2,1021.1,green
00200.jpg,1253.9,981.7,1267.6,1020.8,green
00201.jpg,1159.9,1071.3,1167.1,1094.3,red
00202.jpg,1159.9,1071.3,1167.1,1094.3,green
00203.jpg,1244.5,1096.5,1256.8,1126.5,green
